name,cafeurl,reviewcnt,rating,pricerng,postcode,lat,long,rev_Excellent,rev_Very good,rev_Average,rev_Poor,rev_Terrible,topcat,borough,price_num
Tipi Coffee Co,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d19754393-Reviews-Tipi_Coffee_Co-London_England.html,13,4.5,£,E18 1AN,51.5923,0.0225,12,0,0,0,1,Excellent,Redbridge,1
Streets Coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10999935-Reviews-Streets_Coffee-London_England.html,18,4.5,£,NW3 6ND,51.5462,-0.168075,13,2,1,1,0,Excellent,Camden,1
Black Sheep Coffee - Victoria,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12981885-Reviews-Black_Sheep_Coffee_Victoria-London_England.html,23,4.5,£,SW1E 5NE,51.5085,-0.1257,14,2,1,1,2,Excellent,Westminster,1
Redemption Roasters,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12625778-Reviews-Redemption_Roasters-London_England.html,34,4.0,££ - £££,WC1N 3LR,51.5085,-0.1257,20,7,1,1,4,Excellent,Camden,2
JOLT Coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d16778995-Reviews-JOLT_Coffee-London_England.html,36,4.0,££ - £££,W1W 8LU,51.5085,-0.1257,14,8,3,4,2,Excellent,Westminster,2
Birdhouse,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2369777-Reviews-Birdhouse-London_England.html,104,4.0,£,SW11 1SZ,51.469166666666666,-0.1619333333333333,57,18,6,6,16,Excellent,Wandsworth,1
Chloe's Espresso,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5814441-Reviews-Chloe_s_Espresso-London_England.html,19,4.5,£,NW1 8BE,51.52988181818182,-0.1471818181818182,13,2,1,1,0,Excellent,Camden,1
Ole & Steen,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d13005371-Reviews-Ole_Steen-London_England.html,98,3.5,££ - £££,WC1B 3AU,51.5085,-0.1257,21,24,12,7,10,Very good,Camden,2
Resta Coffee Bar,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7345276-Reviews-Resta_Coffee_Bar-London_England.html,27,4.0,£,SE12 0DZ,51.44480000000001,0.0209,18,3,1,3,2,Excellent,Lewisham,1
My Pasta Bar,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4881729-Reviews-My_Pasta_Bar-London_England.html,150,3.5,£,EC4Y 1BT,51.5085,-0.1257,46,31,19,19,21,Excellent,City and Hackney Teaching,1
BobaJam,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d11561010-Reviews-BobaJam-London_England.html,15,4.5,£,N16 7PA,51.5625,-0.074,11,2,1,0,0,Excellent,City and Hackney Teaching,1
Black Sheep Coffee - Westsfields Shepherds Bush,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d15392255-Reviews-Black_Sheep_Coffee_Westsfields_Shepherds_Bush-London_England.html,11,5.0,££ - £££,W12 7GA,51.505,-0.2211,10,0,0,0,0,Excellent,Hammersmith and Fulham,2
Cafe Nero,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d9586245-Reviews-Cafe_Nero-London_England.html,64,3.5,£,WC2H 9HA,51.5085,-0.1257,15,22,5,4,6,Very good,Camden,1
Beatles Coffee Shop,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5264006-Reviews-Beatles_Coffee_Shop-London_England.html,26,4.0,£,SW11 1SA,51.469166666666666,-0.1619333333333333,9,4,2,0,1,Excellent,Wandsworth,1
Cinnamon On The Lane,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5439903-Reviews-Cinnamon_On_The_Lane-London_England.html,70,4.0,££ - £££,W5 1QX,51.516333333333336,-0.2851888888888889,34,12,10,5,7,Excellent,Ealing,2
Englands Lane Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5982222-Reviews-Englands_Lane_Cafe-London_England.html,76,4.0,££ - £££,NW3 4TG,51.5462,-0.168075,39,10,5,7,11,Excellent,Camden,2
Caffe Nero,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10524758-Reviews-Caffe_Nero-London_England.html,45,4.0,£,SE1 9PH,51.49874615384616,-0.0930384615384615,11,19,5,1,3,Very good,Southwark,1
George's Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10309024-Reviews-George_s_Cafe-London_England.html,23,4.5,£,WC1N 3AH,51.5085,-0.1257,14,6,1,0,1,Excellent,Camden,1
Fix,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2177872-Reviews-Fix-London_England.html,47,4.0,£,EC1Y 8JL,51.5232,-0.0933,19,12,7,4,3,Excellent,Islington,1
Machine,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7698412-Reviews-Machine-London_England.html,15,4.5,£,SE1 4TW,51.49874615384616,-0.0930384615384615,10,4,0,0,0,Excellent,Southwark,1
Caffe NERO,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5818617-Reviews-Caffe_NERO-London_England.html,35,4.0,£,W12 7GA,51.505,-0.2211,11,12,4,1,0,Very good,Hammersmith and Fulham,1
Caffe In,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3621695-Reviews-Caffe_In-London_England.html,29,4.0,£,E2 7AX,51.5386,-0.055525,16,7,0,1,3,Excellent,Tower Hamlets,1
Ripe Kitchen,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d6533506-Reviews-Ripe_Kitchen-London_England.html,50,4.0,££ - £££,NW1 8XL,51.52988181818182,-0.1471818181818182,24,11,4,6,4,Excellent,Camden,2
Cafe Nero,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d9696975-Reviews-Cafe_Nero-London_England.html,46,4.0,£,W2 1HU,51.51413636363636,-0.1886454545454545,9,10,5,0,4,Very good,Westminster,1
Caffe Nero,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5098534-Reviews-Caffe_Nero-London_England.html,70,3.5,£,W1J 0DJ,51.5085,-0.1257,8,7,15,4,3,Average,Westminster,1
Department of Coffee and Social Affairs,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10482401-Reviews-Department_of_Coffee_and_Social_Affairs-London_England.html,16,4.5,££ - £££,WC2E 9AB,51.5085,-0.1257,10,3,1,0,0,Excellent,Westminster,2
Star Express Greenwich,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d13153541-Reviews-Star_Express_Greenwich-London_England.html,10,5.0,£,SE10 9ER,51.4779,-0.0118,9,1,0,0,0,Excellent,Greenwich Teaching,1
Natural Coffee Lounge,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10733412-Reviews-Natural_Coffee_Lounge-London_England.html,14,4.5,£,NW1 9QB,51.52988181818182,-0.1471818181818182,10,3,1,0,0,Excellent,Camden,1
Piece Of Cake Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d6922795-Reviews-Piece_Of_Cake_Cafe-London_England.html,13,4.5,£,SE22 8PR,51.453633333333336,-0.0687666666666666,10,2,0,1,0,Excellent,Southwark,1
EL&N London - Hans Crescent,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d17453631-Reviews-EL_N_London_Hans_Crescent-London_England.html,211,3.5,££ - £££,SW1X 0LZ,51.4973,-0.1553,88,21,18,24,49,Excellent,Kensington and Chelsea,2
The Coffee Lovers,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8616749-Reviews-The_Coffee_Lovers-London_England.html,14,5.0,£,SW8 2JR,51.48162,-0.1276,10,2,0,0,0,Excellent,Lambeth,1
Embassy Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2587946-Reviews-Embassy_Cafe-London_England.html,24,4.5,£,W11 4BY,51.507525,-0.205,14,6,1,0,2,Excellent,Kensington and Chelsea,1
Arlo & Moe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5816668-Reviews-Arlo_Moe-London_England.html,33,4.0,££ - £££,SE4 2BT,51.46099999999999,-0.0352,11,13,6,1,1,Very good,Lewisham,2
Ginger Jules,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10026463-Reviews-Ginger_Jules-London_England.html,10,5.0,£,WC1H 0PD,51.5085,-0.1257,10,0,0,0,0,Excellent,Camden,1
Sicily Made,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d13956403-Reviews-Sicily_Made-London_England.html,11,5.0,££ - £££,SW1V 1AA,51.5085,-0.1257,6,0,0,0,0,Excellent,Westminster,2
Camden Coffee House,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8664728-Reviews-Camden_Coffee_House-London_England.html,21,4.5,£,W10 6HJ,51.523,-0.2188,17,3,0,0,1,Excellent,Kensington and Chelsea,1
Cafe at the ORTUS,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5414884-Reviews-Cafe_at_the_ORTUS-London_England.html,21,4.5,£,SE5 8SN,51.474575,-0.090125,11,8,1,0,1,Excellent,Southwark,1
Hungry Bikes,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d23300777-Reviews-Hungry_Bikes-London_England.html,7,5.0,£,N1 3AP,51.53669,-0.0944,6,1,0,0,0,Excellent,Islington,1
Ole & Steen,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d15355222-Reviews-Ole_Steen-London_England.html,57,3.5,££ - £££,WC2H 0NE,51.5085,-0.1257,19,16,4,8,6,Excellent,Westminster,2
Metro Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7753889-Reviews-Metro_Cafe-London_England.html,17,4.5,£,W14 9EA,51.49550000000001,-0.21798,8,4,1,1,0,Excellent,Hammersmith and Fulham,1
Kikirocs,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d14141997-Reviews-Kikirocs-London_England.html,16,4.5,££ - £££,E18 1JJ,51.5923,0.0225,10,3,1,2,0,Excellent,Redbridge,2
52A Coffee Shop,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3952620-Reviews-52A_Coffee_Shop-London_England.html,18,4.5,£,N1 3JF,51.53669,-0.0944,12,5,1,0,0,Excellent,City and Hackney Teaching,1
Euphorium - Angel,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2719503-Reviews-Euphorium_Angel-London_England.html,147,3.5,£,N1 0NU,51.53669,-0.0944,44,38,25,13,20,Excellent,Islington,1
Doppio Coffee Warehouse Ealing,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d13498647-Reviews-Doppio_Coffee_Warehouse_Ealing-London_England.html,20,4.5,£,W13 8SB,51.5122,-0.311625,14,4,1,0,1,Excellent,Ealing,1
Brickwood,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d13481762-Reviews-Brickwood-London_England.html,19,4.0,££ - £££,SW16 6HG,51.42283333333334,-0.1242666666666666,8,6,4,0,1,Excellent,Lambeth,2
Black Sheep Coffee - Regents Place,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12696423-Reviews-Black_Sheep_Coffee_Regents_Place-London_England.html,14,4.0,£,NW1 3BT,51.52988181818182,-0.1471818181818182,5,6,3,0,0,Very good,Camden,1
Flocafe Espresso Room,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d16742943-Reviews-Flocafe_Espresso_Room-London_England.html,15,4.0,£,W1D 5DU,51.5085,-0.1257,5,6,2,0,0,Very good,Westminster,1
Yumchaa,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10792814-Reviews-Yumchaa-London_England.html,54,4.0,££ - £££,W1F 8SF,51.5085,-0.1257,18,13,3,2,6,Excellent,Westminster,2
EL&N London - Lowndes Street,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d16693585-Reviews-EL_N_London_Lowndes_Street-London_England.html,213,3.5,££ - £££,SW1X 9JF,51.4973,-0.1553,78,21,22,30,40,Excellent,Kensington and Chelsea,2
Amoret Coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d11844092-Reviews-Amoret_Coffee-London_England.html,26,4.0,£,W6 0EA,51.49248333333333,-0.2204,15,1,1,2,3,Excellent,Hammersmith and Fulham,1
Soderberg Soho,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d16204925-Reviews-Soderberg_Soho-London_England.html,30,4.0,££ - £££,W1F 8RR,51.5085,-0.1257,18,4,2,1,4,Excellent,Westminster,2
Starbucks,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2303894-Reviews-Starbucks-London_England.html,228,3.5,££ - £££,SW1V 1JT,51.5085,-0.1257,25,34,33,19,24,Very good,Westminster,2
Benugo,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7131051-Reviews-Benugo-London_England.html,25,4.0,£,W1S 1YQ,51.5085,-0.1257,8,4,4,0,1,Excellent,Westminster,1
Coffee Zee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d14057866-Reviews-Coffee_Zee-London_England.html,15,4.5,££ - £££,N7 9DS,51.5491,-0.1205142857142857,8,2,2,0,1,Excellent,Islington,2
Costa,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d6967918-Reviews-Costa-London_England.html,106,3.5,££ - £££,SE10 0EN,51.4779,-0.0118,16,26,23,9,10,Very good,Greenwich Teaching,2
Fowlds Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8358092-Reviews-Fowlds_Cafe-London_England.html,48,4.0,£,SE5 7JZ,51.474575,-0.090125,27,7,4,3,6,Excellent,Southwark,1
Portobello Fresh Juice Bar,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3546427-Reviews-Portobello_Fresh_Juice_Bar-London_England.html,49,4.0,£,W10 5TD,51.523,-0.2188,26,5,2,1,6,Excellent,Kensington and Chelsea,1
Sacred cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2326225-Reviews-Sacred_cafe-London_England.html,188,3.5,£,W1F 9BL,51.5085,-0.1257,54,45,22,18,30,Excellent,Westminster,1
Brew Box Bubble Tea,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4374424-Reviews-Brew_Box_Bubble_Tea-London_England.html,19,4.5,£,N1 8EG,51.53669,-0.0944,13,4,1,0,0,Excellent,Islington,1
Social Brew,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d14084673-Reviews-Social_Brew-London_England.html,22,4.0,££ - £££,SW15 1JP,51.45653333333333,-0.2306,15,1,1,4,1,Excellent,Wandsworth,2
No 41 Coffee & Kitchen,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d11779365-Reviews-No_41_Coffee_Kitchen-London_England.html,34,4.0,££ - £££,SE23 1JG,51.44696666666667,-0.0416666666666666,22,4,2,3,3,Excellent,Lewisham,2
Caffe Nero,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5208286-Reviews-Caffe_Nero-London_England.html,25,4.0,£,EC2M 3YD,51.5191,-0.0882,7,6,1,0,2,Excellent,City and Hackney Teaching,1
Cocomaya,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2327212-Reviews-Cocomaya-London_England.html,54,4.0,££ - £££,W2 2AF,51.51413636363636,-0.1886454545454545,18,13,8,3,4,Excellent,Westminster,2
Raphael's Bakery & Patisserie,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5031532-Reviews-Raphael_s_Bakery_Patisserie-London_England.html,23,4.0,££ - £££,EN4 0DL,51.650580000000005,-0.158,14,5,0,2,2,Excellent,Enfield,2
119 Lower Clapton,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5443477-Reviews-119_Lower_Clapton-London_England.html,27,4.0,££ - £££,E5 0NP,51.55991666666667,-0.0545166666666666,13,8,2,1,2,Excellent,City and Hackney Teaching,2
Arco Bar,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7994425-Reviews-Arco_Bar-London_England.html,63,4.0,£,SW1X 0HD,51.4973,-0.1553,24,15,5,3,6,Excellent,Kensington and Chelsea,1
The Cafe at Foyles,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7257981-Reviews-The_Cafe_at_Foyles-London_England.html,120,3.5,££ - £££,WC2H 0DT,51.5085,-0.1257,26,37,22,11,12,Very good,Westminster,2
Starbucks,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d9562727-Reviews-Starbucks-London_England.html,23,4.0,££ - £££,WC2N 4AS,51.5085,-0.1257,5,9,1,0,0,Very good,Westminster,2
Level Crossing Records,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d15018199-Reviews-Level_Crossing_Records-London_England.html,10,4.5,£,SW14 8AB,51.4655,-0.2669,9,0,0,1,0,Excellent,Richmond and Twickenham,1
The Larder Bethnal Green,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4098213-Reviews-The_Larder_Bethnal_Green-London_England.html,61,3.5,££ - £££,E2 0JD,51.5386,-0.055525,13,18,15,8,2,Very good,Tower Hamlets,2
Will to Win Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d9460948-Reviews-Will_to_Win_Cafe-London_England.html,23,4.0,£,W13 8DJ,51.5122,-0.311625,9,9,2,0,1,Excellent,Ealing,1
Wood Street Coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5439945-Reviews-Wood_Street_Coffee-London_England.html,16,4.5,£,E17 6BX,51.58758,-0.02048,11,3,0,2,0,Excellent,Waltham Forest,1
Starbucks,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7239334-Reviews-Starbucks-London_England.html,30,4.0,££ - £££,W11 3HT,51.507525,-0.205,4,7,1,1,1,Very good,Kensington and Chelsea,2
Pret a Manger,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d9739399-Reviews-Pret_a_Manger-London_England.html,21,4.0,£,SW1V 1JU,51.5085,-0.1257,5,5,2,0,0,Excellent,Westminster,1
Tea at the Royal Opera House,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7233361-Reviews-Tea_at_the_Royal_Opera_House-London_England.html,37,4.0,££ - £££,WC2E 9DD,51.5085,-0.1257,11,10,3,3,3,Excellent,Westminster,2
District,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12461631-Reviews-District-London_England.html,30,4.0,£,SW6 4HU,51.4803,-0.1993,21,1,1,4,3,Excellent,Hammersmith and Fulham,1
Starbucks Bankside,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5818696-Reviews-Starbucks_Bankside-London_England.html,52,4.0,££ - £££,SE1 9TG,51.49874615384616,-0.0930384615384615,9,9,6,2,3,Excellent,Southwark,2
Insomnia Coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12885022-Reviews-Insomnia_Coffee-London_England.html,20,4.0,£,W1D 1AU,51.5085,-0.1257,10,3,3,0,0,Excellent,Westminster,1
Starbucks,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7660610-Reviews-Starbucks-London_England.html,82,3.5,££ - £££,SE1 2NJ,51.49874615384616,-0.0930384615384615,6,7,5,6,9,Terrible,Southwark,2
Association Coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10036242-Reviews-Association_Coffee-London_England.html,20,4.0,££ - £££,EC4M 7AW,51.5085,-0.1257,9,6,2,1,1,Excellent,City and Hackney Teaching,2
Hollyhock Vegetarian Fairtrade Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3243636-Reviews-Hollyhock_Vegetarian_Fairtrade_Cafe-London_England.html,27,4.0,££ - £££,TW10 6UX,51.44236,-0.30408,12,12,1,0,2,Excellent,Richmond and Twickenham,2
Bell Boi,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8261782-Reviews-Bell_Boi-London_England.html,12,5.0,£,E1 6HR,51.51302727272727,-0.0617727272727272,8,1,1,0,0,Excellent,Tower Hamlets,1
Goodcup,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d14959177-Reviews-Goodcup-London_England.html,15,4.5,£,SE15 3QF,51.470175,-0.060325,10,3,1,0,1,Excellent,Southwark,1
Euro Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8093207-Reviews-Euro_Cafe-London_England.html,13,4.5,£,SE3 9DJ,51.46596666666667,0.0175,8,3,0,0,1,Excellent,Greenwich Teaching,1
Black Cowboy Coffee ltd,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d13223923-Reviews-Black_Cowboy_Coffee_ltd-London_England.html,15,4.5,£,SE1 6FY,51.49874615384616,-0.0930384615384615,12,1,0,0,2,Excellent,Southwark,1
Retro Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d11908134-Reviews-Retro_Cafe-London_England.html,22,4.0,£,SW6 6BS,51.4803,-0.1993,14,2,2,1,2,Excellent,Hammersmith and Fulham,1
pistacho and pickle,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3187783-Reviews-Pistacho_and_pickle-London_England.html,22,4.5,££ - £££,N1 1LX,51.53669,-0.0944,13,3,4,0,1,Excellent,Islington,2
Scarlett Coffee Roastery,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d16963440-Reviews-Scarlett_Coffee_Roastery-London_England.html,8,5.0,£,N1 8BW,51.53669,-0.0944,8,0,0,0,0,Excellent,Islington,1
Bubbleology,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2181279-Reviews-Bubbleology-London_England.html,227,3.5,£,W1D 7PF,51.5085,-0.1257,62,57,27,22,33,Excellent,Westminster,1
Tasties Coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d6840797-Reviews-Tasties_Coffee-London_England.html,12,4.5,£,N3 1XP,51.60055,-0.1943,7,2,1,0,0,Excellent,Barnet,1
Harris + Hoole - Imperial Wharf,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5025370-Reviews-Harris_Hoole_Imperial_Wharf-London_England.html,72,3.5,£,SW6 2FG,51.4803,-0.1993,19,26,9,4,9,Very good,Hammersmith and Fulham,1
Starbucks Coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10321643-Reviews-Starbucks_Coffee-London_England.html,34,4.0,££ - £££,NW1 7BX,51.52988181818182,-0.1471818181818182,3,8,3,1,2,Very good,Camden,2
Whoa Coffee Ltd,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d15557369-Reviews-Whoa_Coffee_Ltd-London_England.html,14,4.5,£,SE1 8LN,51.49874615384616,-0.0930384615384615,10,0,1,0,1,Excellent,Lambeth,1
Black Sheep Coffee - Aldgate East,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8685591-Reviews-Black_Sheep_Coffee_Aldgate_East-London_England.html,16,4.0,££ - £££,E1 8FA,51.51302727272727,-0.0617727272727272,7,3,3,1,0,Excellent,Tower Hamlets,2
Hub Coffee House,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5816569-Reviews-Hub_Coffee_House-London_England.html,10,5.0,£,SE1 7QP,51.49874615384616,-0.0930384615384615,7,0,0,0,0,Excellent,Lambeth,1
Belle Amie,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5418979-Reviews-Belle_Amie-London_England.html,46,4.0,££ - £££,SW18 4HP,51.4489,-0.1971,23,10,3,2,8,Excellent,Wandsworth,2
Costa Coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5292496-Reviews-Costa_Coffee-London_England.html,40,4.0,£,WC2N 6NN,51.5085,-0.1257,9,7,9,0,2,Excellent,Westminster,1
Geo,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d24978840-Reviews-Geo-London_England.html,5,5.0,££ - £££,NW6 2LH,51.54194444444445,-0.1931888888888888,5,0,0,0,0,Excellent,Camden,2
Cable co.,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7716579-Reviews-Cable_co-London_England.html,35,4.0,£,NW10 3NR,51.53758571428572,-0.2431214285714285,20,5,5,0,4,Excellent,Brent Teaching,1
Kafi,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d17424903-Reviews-Kafi-London_England.html,7,5.0,££ - £££,W1T 4JA,51.5085,-0.1257,7,0,0,0,0,Excellent,Camden,2
Apemen And the Bean,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d18889972-Reviews-Apemen_And_the_Bean-London_England.html,7,5.0,£,N6 6PJ,51.56570000000001,-0.159,6,1,0,0,0,Excellent,Camden,1
Court Of Miracles Coffee Professionals,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d24099505-Reviews-Court_Of_Miracles_Coffee_Professionals-London_England.html,5,5.0,£,W13 9SJ,51.5122,-0.311625,5,0,0,0,0,Excellent,Ealing,1
Canal Deli,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7706878-Reviews-Canal_Deli-London_England.html,20,4.5,££ - £££,W10 5BN,51.523,-0.2188,14,4,1,0,1,Excellent,Kensington and Chelsea,2
The Observatory,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d15008404-Reviews-The_Observatory-London_England.html,27,4.0,£,WC1N 1AB,51.5085,-0.1257,11,5,4,1,2,Excellent,Camden,1
Delipod Hub,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12341479-Reviews-Delipod_Hub-London_England.html,10,4.5,£,NW10 2SF,51.53758571428572,-0.2431214285714285,6,4,0,0,0,Excellent,Brent Teaching,1
Redemption Roasters,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d15356011-Reviews-Redemption_Roasters-London_England.html,26,4.0,££ - £££,N1C 4AQ,51.5362,-0.103,14,5,1,1,5,Excellent,Camden,2
Pret A Manger,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7820389-Reviews-Pret_A_Manger-London_England.html,27,4.0,£,SW10 9TN,51.4876,-0.1694,7,8,5,1,1,Very good,Kensington and Chelsea,1
The Broca,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d808211-Reviews-The_Broca-London_England.html,39,4.0,£,SE4 2RW,51.46099999999999,-0.0352,14,12,7,4,2,Excellent,Lewisham,1
Origin Coffee (Scoresby Street),https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d15247053-Reviews-Origin_Coffee_Scoresby_Street-London_England.html,12,4.5,£,SE1 0XN,51.49874615384616,-0.0930384615384615,6,3,1,0,0,Excellent,Southwark,1
Deli-Licious 2 Go,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7790984-Reviews-Deli_Licious_2_Go-London_England.html,12,4.5,£,WC1X 9DB,51.5085,-0.1257,8,4,0,0,0,Excellent,Camden,1
Trade,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d14110121-Reviews-Trade-London_England.html,12,4.5,££ - £££,N1 3PB,51.53669,-0.0944,6,5,0,1,0,Excellent,Islington,2
South River Coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12492464-Reviews-South_River_Coffee-London_England.html,23,4.5,£,SW12 9AG,51.4469,-0.1384,16,3,0,0,3,Excellent,Wandsworth,1
Fabrique,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d17230998-Reviews-Fabrique-London_England.html,18,4.0,£,WC1V 7EW,51.5085,-0.1257,5,3,3,1,1,Excellent,Camden,1
Starbucks,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2347561-Reviews-Starbucks-London_England.html,49,3.5,££ - £££,W2 6DL,51.51413636363636,-0.1886454545454545,3,13,4,3,2,Very good,Westminster,2
Kenillys Tapas & Coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d23344309-Reviews-Kenillys_Tapas_Coffee-London_England.html,6,5.0,£,N11 1PL,51.6165,-0.1441,6,0,0,0,0,Excellent,Enfield,1
Starbucks Westminster,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8279619-Reviews-Starbucks_Westminster-London_England.html,29,4.0,££ - £££,SW1H 0AZ,51.5085,-0.1257,7,8,4,0,2,Very good,Westminster,2
